Time (s),Channel 1 (V),Channel 2 (V)
21.09374976000004,1.06853985366764,1.057008556232906
21.31347631999995,2.719075659704688,2.693012751544636
21.53320287999998,2.719075659704688,2.693012751544636
21.75292944,2.715415935079327,2.693012751544636
21.97265600000003,2.719075659704688,2.693012751544636
22.19238255999994,2.719075659704688,2.693012751544636
22.41210911999997,2.719075659704688,2.693012751544636
22.63183567999999,2.719075659704688,2.696689165466687
22.85156224000002,2.719075659704688,2.696689165466687
23.07128879999993,2.719075659704688,2.696689165466687
23.29101535999996,2.719075659704688,2.696689165466687
23.51074191999999,2.719075659704688,2.696689165466687
23.73046848000001,2.719075659704688,2.696689165466687
23.95019504000004,2.719075659704688,2.696689165466687
24.16992159999995,2.719075659704688,2.696689165466687
24.38964815999998,2.719075659704688,2.696689165466687
24.60937472000001,2.719075659704688,2.696689165466687
24.82910128000003,2.719075659704688,2.696689165466687
25.04882783999994,2.719075659704688,2.696689165466687
25.26855439999997,2.719075659704688,2.700365579388737
25.48828096,2.719075659704688,2.700365579388737
25.70800752000002,2.719075659704688,2.700365579388737
25.92773407999994,2.719075659704688,2.700365579388737
26.14746063999996,2.719075659704688,2.700365579388737
26.36718719999999,2.719075659704688,2.700365579388737
26.58691376000002,2.719075659704688,2.700365579388737
26.80664032000004,2.719075659704665,2.700365579388737
27.02636687999996,2.667839514949634,2.700365579388737
27.24609343999998,2.31284622628962,2.700365579388737
27.46582000000001,1.954193213004245,2.700365579388737
27.68554656000003,1.719970836981142,2.700365579388737
27.90527311999995,1.566262402715981,2.700365579388737
28.12499967999997,1.456470663955152,2.700365579388737
28.34472624,1.361317823695767,2.700365579388737
28.56445280000003,1.277144157312464,2.700365579388737
28.78417935999994,1.196630215554523,2.700365579388737
29.00390591999997,1.123435723047304,2.700365579388737
29.22363247999999,1.053900955165445,2.700365579388737
29.44335904000002,0.9990050857850304,2.700365579388737
29.66308559999993,0.9514286656553594,2.700365579388737
29.88281215999996,0.9075119701510062,2.704041993310788
30.10253871999998,0.8709147238973964,2.700365579388737
30.32226528000001,0.8416369268945086,2.700365579388737
30.54199184000004,0.8123591298916109,2.704041993310788
30.76171839999995,0.790400782139455,2.704041993310788
30.98144495999998,0.7647827097619282,2.704041993310788
31.20117152,0.7464840866351233,2.704041993310788
31.42089808000003,0.7281854635083185,2.704041993310788
31.64062463999994,0.7135465650068746,2.652572198402081
31.86035119999997,0.6989076665054307,2.35478267071599
32.08007775999999,0.6879284926293477,2.023905417731445
32.29980432000002,0.6732895941279039,1.759203615343808
32.51953087999993,0.662310420251826,1.56435367747522
32.73925743999996,0.651331246375738,1.420973534515162
32.95898399999999,0.6440117971250161,1.303328289009546
33.17871056000001,0.6330326232489332,1.207741527036233
33.39843712000004,0.6257131739982079,1.130536834673142
33.61816367999995,0.6183937247474893,1.064361384076263
33.83789023999998,0.6110742754967673,1.001862347401405
34.05761680000001,0.6037548262460454,0.9503925524926976
34.27734336000003,0.6000951016206845,0.9025991715060411
34.49706991999994,0.5927756523699624,0.8621586183634855
34.71679647999997,0.5891159277446015,0.829070893065031
34.93652304,0.5854562031192405,0.7959831677665765
35.15624960000002,0.5781367538685186,0.770248270312223
35.37597615999994,0.5744770292431592,0.7481897867799299
35.59570271999996,0.5708173046177967,0.7298077171696674
35.81542927999999,0.5708173046177967,0.7114256475594148
36.03515584000002,0.5671575799924357,0.6930435779491624
36.25488240000004,0.563497855367073,0.6783379222609537
36.47460895999996,0.5598381307417137,0.6636322665727583
36.69433551999998,0.5598381307417137,0.6526030248066068
36.91406208000001,0.5561784061163527,0.6415737830404553
37.13378864000003,0.5561784061163527,0.6305445412743038
37.35351519999995,0.5525186814909918,0.6231917134302029
37.57324175999997,0.5488589568656308,0.6158388855861018
37.79296832,0.5488589568656308,0.6121624716640512
38.01269488000003,0.5451992322402698,0.6048096438199503
38.23242143999994,0.5451992322402698,0.5974568159758493
38.45214799999997,0.5451992322402698,0.5937804020537988
38.67187455999999,0.5415395076149089,0.5864275742096977
38.89160112000002,0.5415395076149089,0.5827511602876473
39.11132767999993,0.5415395076149089,0.5790747463655984
39.33105423999996,0.5378797829895479,0.5753983324435462
39.55078079999998,0.534220058364187,0.5717219185214958
39.77050736000001,0.534220058364187,0.5643690906773947
39.99023392000004,0.5305603337388259,0.5606926767553443
40.20996047999995,0.5305603337388259,0.5570162628332938
40.42968703999998,0.5305603337388259,0.5533398489112432
40.6494136,0.5269006091134649,0.5496634349891927
40.86914016000003,0.5269006091134649,0.5459870210671423
41.08886671999994,0.523240884488104,0.5423106071450917
41.30859327999997,0.523240884488104,0.5423106071450917
41.52831983999999,0.519581159862743,0.5386341932230412
41.74804640000002,0.519581159862743,0.5349577793009908
41.96777295999993,0.519581159862743,0.5349577793009908
42.18749951999996,0.519581159862743,0.5312813653789402
42.40722607999999,0.515921435237382,0.5276049514568897
42.62695264000001,0.515921435237382,0.5276049514568897
42.84667920000004,0.515921435237382,0.527604951456888
43.06640575999995,0.515921435237382,0.5239285375348393
43.28613231999998,0.515921435237382,0.5202521236127887
43.50585888000001,0.515921435237382,0.5202521236127887
43.72558544000003,0.5122617106120211,0.5202521236127887
43.94531199999994,0.5122617106120211,0.5165757096907382
44.16503855999997,0.5122617106120211,0.5165757096907382
44.38476512,0.5122617106120211,0.5165757096907382
44.60449168000002,0.5122617106120211,0.5165757096907382
44.82421823999994,0.5122617106120211,0.5128992957686893
45.04394479999996,0.5122617106120211,0.5128992957686876
45.26367135999999,0.5122617106120211,0.5128992957686876
45.48339792000002,0.5122617106120211,0.5128992957686876
45.70312448000004,0.5122617106120211,0.512899295768686
45.92285103999995,0.5122617106120211,0.5092228818466372
46.14257759999998,0.523240884488104,0.5092228818466372
46.36230416000001,0.5561784061163527,0.5092228818466372
46.58203072000003,0.5817964784938796,0.5092228818466372
46.80175727999995,0.5927756523699624,0.5092228818466372
47.02148383999997,0.5964353769953235,0.5092228818466372
47.2412104,0.5927756523699624,0.5092228818466372
47.46093696000003,0.5891159277446015,0.5092228818466372
47.68066351999994,0.5891159277446015,0.5092228818466372
47.90039007999997,0.6000951016206845,0.5092228818466372
48.12011663999999,0.6110742754967673,0.5092228818466372
48.33984320000002,0.6183937247474893,0.5092228818466372
48.55956976000004,0.6257131739982162,0.5055464679245867
48.77929631999996,0.6366923478742942,0.5055464679245867
48.99902287999998,0.6440117971250161,0.5055464679245867
49.21874944000001,0.651331246375738,0.5055464679245867
49.43847600000004,0.6586506956264599,0.5055464679245867
49.65820255999995,0.665970144877182,0.5055464679245867
49.87792911999998,0.6732895941279039,0.5055464679245867
50.09765568,0.6769493187532648,0.5055464679245867
50.31738224000003,0.6842687680039868,0.5055464679245867
50.53710879999994,0.6879284926293477,0.5055464679245867
50.75683535999997,0.6952479418800698,0.5055464679245867
50.97656191999999,0.6989076665054307,0.5055464679245867
51.19628848000002,0.7025673911307917,0.5055464679245867
51.41601503999993,0.7098868403815103,0.5055464679245867
51.63574159999996,0.7135465650068746,0.5055464679245867
51.85546815999999,0.7172062896322355,0.5055464679245867
52.07519472000001,0.7208660142575966,0.5055464679245867
52.29492128000004,0.7245257388829591,0.5055464679245867
52.51464783999995,0.7281854635083185,0.5055464679245867
52.73437439999998,0.7318451881336795,0.5055464679245867
52.95410096000001,0.7318451881336795,0.5055464679245867
53.17382752000003,0.7355049127590404,0.5055464679245867
53.39355407999994,0.7391646373844014,0.5055464679245867
