Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
1000.000000000001,0.008989095686593155,-104.3158486350779,144.43913172862
1047.128548050901,0.009326727519723695,-90.07742861225651,-73.5496392590793
1096.478196143186,0.00895062771931582,-86.56651082721669,-117.8620670988141
1148.153621496884,0.009085944425234204,-94.87193260316815,-169.4859555732273
1202.264434617413,0.008601433531555486,-87.14786553452834,-77.81222848516092
1258.925411794169,0.009427673577747781,-82.42728032264449,-140.2499378730257
1318.256738556409,0.009064069151389749,-92.30944531277473,-135.3886808557913
1380.384264602885,0.008536231957545912,-95.63500909859664,176.844293849058
1445.43977074593,0.008906735392853036,-91.07137460101468,-82.37582257663485
1513.56124843621,0.009640451090903935,-89.94591364403033,-119.8158198150572
1584.893192461114,0.009695709268315989,-82.8672654266376,-54.48812863758754
1659.586907437563,0.008194998611092382,-85.86608745076269,-90.09950652244645
1737.800828749376,0.009323888655274755,-88.08846661939032,-76.1209931465915
1819.700858609984,0.008449108650627027,-93.20432147431985,-73.33273427204412
1905.46071796325,0.008832004201383324,-96.14152873870766,-22.27558923856398
1995.262314968881,0.009009465879959407,-87.1740266833841,-103.3942305924012
2089.296130854041,0.009110792779457619,-84.6264883361232,-120.9513030319171
2187.761623949554,0.009120727484265834,-82.30803367974566,-90.92487754254785
2290.867652767774,0.009631575340063302,-84.37973828879527,-124.1173224218484
2398.832919019493,0.009667204676181818,-84.00739594897358,-117.4146276826992
2511.886431509582,0.009428880198055798,-83.17466557627959,-167.361079806686
2630.267991895385,0.009747296626212581,-82.46506334590438,-148.2046165208752
2754.228703338169,0.009740132826686405,-87.97539904228289,-122.8060156386733
2884.031503126609,0.009724537487893167,-82.02237175204684,-107.9544044894625
3019.951720402019,0.01022771896769493,-82.04452692749273,-150.7189254336379
3162.277660168382,0.01007047637546687,-87.82480164562429,-84.14509801320213
3311.311214825914,0.009731017292184785,-79.13242297898137,-91.67942947041712
3467.368504525317,0.01176204029564367,-85.7920940572011,-146.8613745013612
3630.780547701017,0.01082380362827392,-80.95286504586286,-126.5764363325368
3801.893963205617,0.01051002609057977,-85.17299916171309,-101.4365227388172
3981.071705534973,0.0107134221172095,-85.49431281107856,-131.8029354323813
4168.693834703359,0.01123191915122507,-81.00624596312895,-118.5121890123298
4365.158322401665,0.01180929617414436,-79.69765690706622,-149.1173834792389
4570.881896148752,0.01149190836194531,-79.5848833815932,-148.9763344760076
4786.300923226389,0.01216734978048637,-84.33880444561687,-170.104830375548
5011.87233627273,0.01279918044441953,-80.88481606402125,-116.7152237431032
5248.074602497728,0.01164697633978032,-83.18024591205511,-164.1499352677319
5495.408738576254,0.01344053836395532,-80.60859386297932,-153.7354302633831
5754.399373371578,0.01381256005468546,-79.42180551139244,-130.9282739648982
6025.59586074358,0.01470577044785598,-80.92059199476844,-131.1610043309759
6309.573444801937,0.01419627504592282,-82.07961915543152,-130.6744421563554
6606.934480075965,0.01683073346015132,-79.68661719259167,-153.5977935963975
6918.30970918937,0.008752039936850557,-87.97521475417511,175.6663006663612
7244.359600749906,0.01635717680215453,-79.31125647841385,-144.1219441836662
7585.775750291844,0.01733867019344259,-77.73216501123655,-143.8559802002197
7943.282347242821,0.01724776468116354,-80.46879675326096,-113.7140683433734
8317.637711026719,0.01602002917235382,-80.27950605033968,-127.8603426070064
8709.635899560815,0.01294163802883523,-80.75380677593687,-152.3686839851968
9120.108393559105,0.01171740931214603,-82.20236895905956,-151.3394154360012
9549.925860214369,0.01271711351308838,-77.75329440934611,-154.5852033998088
10000,0.0162846113330397,-77.77634306856457,-162.0786453190916
10471.28548050901,0.02048681586015409,-78.07578468952323,-148.9258240798534
10964.78196143186,0.0215469495588035,-78.82449055236168,-169.6980596570696
11481.53621496883,0.02253170963483214,-78.22752638047515,-143.8622121544066
12022.64434617414,0.02345270591486792,-83.98057863013152,157.471745086031
12589.25411794168,0.007930723817340658,-78.28095825937564,-136.8759192307691
13182.56738556407,0.02523116356403207,-78.34918850380573,-127.4153528036324
13803.84264602886,0.02524549586825773,-80.75878090001247,-171.1509642035568
14454.39770745929,0.01822161493033735,-75.48233014908459,-151.9139438598307
15135.61248436209,0.02680356979190378,-81.14511564340276,166.8116721380929
15848.93192461115,0.02711282415432083,-78.38781187698414,-158.2345073917031
16595.86907437562,0.02747207219587345,-78.5392838248062,-166.3212852893997
17378.00828749376,0.02953209168779226,-81.08194637544953,-158.5680584065709
18197.00858609984,0.02486470401719443,-81.80416662757482,-157.6811217986793
19054.60717963249,0.03175012123471926,-76.12652911613826,-172.0737880199784
19952.62314968881,0.02948663605720051,-86.45377881598412,-162.458668347174
20892.96130854039,0.03297975705268742,-82.07869680214833,-124.8029290741395
21877.61623949554,0.03400097951339421,-74.45651829552882,-169.1038199371098
22908.67652767775,0.03329228003983885,-75.79551837392137,-146.475631326198
23988.32919019491,0.03490033015396261,-79.16085100113132,-167.943260423393
25118.86431509582,0.02438009202494752,-81.64340354750033,-172.8337632571952
26302.67991895384,0.03726484946805392,-81.02892643078522,-177.8183236736351
27542.28703338168,0.03805412691759981,-78.98260624912884,-153.8599612624137
28840.31503126608,0.02842486338020242,-80.46265517355138,-146.7283517920991
30199.51720402019,0.03952081249671738,-77.84848096808685,171.5246351056239
31622.77660168381,0.04169522079865834,-77.45673381686356,-172.9181811754421
33113.11214825913,0.04209103435057726,-75.90626251981577,178.2764438229349
34673.68504525317,0.04357680701572338,-77.66633570901195,-150.9189430412331
36307.80547701016,0.04571487222066592,-81.68426983684967,171.101789858024
38018.93963205612,0.04583819452289349,-78.56178825736505,-159.5389531941841
39810.71705534973,0.04922018910179435,-82.57190288119473,176.5767120087754
41686.93834703357,0.0508682742982229,-78.46739177612264,-113.6569180336186
43651.58322401661,0.05346474453551248,-83.46161211794333,166.6589667409414
45708.81896148752,0.05370854949211722,-84.41294446361746,-140.8306179776218
47863.00923226388,0.05051618297341445,-85.57174608259669,-104.4523057788214
50118.72336272725,0.05240079009385602,-73.75256882797119,150.8999737113603
52480.74602497728,0.06072199855401132,-79.41350560086336,155.4371788621954
54954.08738576245,0.05998407613552647,-85.60884322420036,-144.3381637468088
57543.99373371572,0.06414710386182547,-83.63488282989123,115.9673028808176
60255.95860743581,0.06489930924901643,-77.62189585292535,173.9204985367257
63095.73444801933,0.06593475660990782,-79.83682787135504,174.388134060513
66069.34480075965,0.07017778361359828,-89.19195523117767,135.1065762624379
69183.09709189367,0.07019799825701734,-78.21430631796056,145.1696164224222
72443.59600749903,0.07427730683383318,-71.78900513660336,157.4117875667617
75857.75750291844,0.0710497524601755,-94.55097814034467,-116.5994103864626
79432.82347242818,0.06364513996015557,-83.99349960160669,-111.5154370854453
83176.37711026713,0.07239663560404901,-75.17410727660055,-174.8229747786381
87096.35899560805,0.07536585119674451,-80.67290395331366,-170.5356992223713
