Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
91201.08393559101,0.07667681794987261,-85.69757621622907,-157.3516251299599
95499.25860214364,0.07361288692111713,-77.31768764121281,-124.0273144345157
100000,0.08466452624857511,-74.45104205226725,177.5935406620669
104712.85480509,0.08787106296234656,-72.94233754504462,151.3669030555054
109647.8196143186,0.09055324246960245,-80.66892694151269,-30.43465419920057
114815.3621496883,0.09134577373636892,-80.56087132334957,170.6337685177726
120226.4434617413,0.09084169397630819,-78.7118627500906,168.765044882543
125892.5411794167,0.09108796500640493,-87.83332046715365,65.30164929442368
131825.6738556407,0.08760917606417487,-74.09543640763292,-164.9129954036062
138038.4264602886,0.08957633568659702,-75.61385283905284,145.1521475750517
144543.9770745928,0.09223272630973026,-71.94349553427458,160.6476767582514
151356.1248436209,0.0930536507929073,-74.9255163710026,170.3589188062724
158489.3192461114,0.09250236598197632,-77.01474994206072,129.3461147809747
165958.6907437561,0.09070252502111673,-83.40929522151575,114.5829938078207
173780.0828749376,0.077656804536306,-77.17867131457628,152.6213235634403
181970.0858609984,0.08779993981535317,-86.62832420468686,-144.5158418690834
190546.0717963248,0.08695312487112244,-79.90185446993003,-98.69767899421147
199526.2314968881,0.07879675232771223,-71.35521508351535,161.9278220502343
208929.613085404,0.07981204316542512,-73.24179626391262,147.3883573300978
218776.1623949553,0.07631054593520084,-80.01813974671252,-123.200180386262
229086.7652767773,0.07233759887463453,-72.24104589494428,165.7717711838115
239883.2919019491,0.06636800733813725,-77.52041901384304,178.1142998996519
251188.6431509582,0.05971856157779612,-74.53024297711188,130.1877726096387
263026.7991895382,0.05127275793693342,-75.71667861902897,128.5490188395977
275422.8703338167,0.04751981300761089,-78.97211079155535,157.1015129118344
288403.1503126606,0.05130476570296591,-73.58756544307407,155.7183025088875
301995.1720402017,0.0477892694928225,-87.45672215486179,144.1506163330689
316227.766016838,0.04350223339010855,-80.5511545072394,119.3363039174879
331131.121482591,0.03955493913430044,-75.89945785294358,-148.5249219391438
346736.8504525317,0.03005416554454616,-78.90298080015386,-144.3111594014229
363078.0547701015,0.02870383902483955,-80.21489887464847,147.6667158354363
380189.3963205612,0.02257727340163776,-87.53499931501014,-17.96086588192941
398107.1705534974,0.0132810799935715,-80.03250410438044,155.8115894327834
416869.3834703353,0.01423754397510612,-76.74380953415893,167.6981414455713
436515.832240166,0.006489461923475446,-73.7225504846411,-171.5832341995016
457088.1896148752,-0.007006429767629172,-75.35206622036964,141.6076948706542
478630.0923226383,-0.004171198038099733,-78.5522812124961,120.5405945221656
501187.2336272725,-0.01018688280465655,-74.36279670438964,156.3977963745636
524807.4602497725,-0.01402164688449547,-87.09240985988384,128.1757844212702
549540.8738576246,-0.02039924605696585,-78.8057295668778,-172.2575714707615
575439.9373371572,-0.02524813228166108,-76.04695805675321,168.3494018838971
602559.5860743576,-0.03433274419018419,-80.11400442842707,150.0137543925252
630957.3444801933,-0.03719845695391738,-80.71699208299873,156.6711991436088
660693.4480075957,-0.04151904130594269,-75.89837300919031,110.5050181213259
691830.9709189365,-0.04722371925612259,-76.23453565800833,155.4423524576801
724435.9600749902,-0.05540571746119245,-76.17714799695958,164.5580287243511
758577.5750291836,-0.05876380335929138,-77.93688031977092,-166.1097135557939
794328.2347242816,-0.06523641564963945,-74.62135450507066,151.4727895701313
831763.7711026713,-0.06937068799173041,-76.79388336170413,132.1246488395124
870963.5899560805,-0.07865334376261136,-77.71826349153521,131.9767662158398
912010.8393559098,-0.08307430080202294,-76.74194011030949,151.5008013478933
954992.5860214357,-0.08993678155938037,-78.51862641199423,144.288951283873
1000000,-0.09723962695776092,-77.59390392491922,158.7971703941907
