Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
151356.1248436209,0.1464950391394163,-43.29394848669644,100.4812420939215
158489.3192461114,0.1495294187849932,-42.82271034074873,100.7262238370372
165958.6907437561,0.1538624431434401,-42.18064994134046,101.8456375896341
173780.0828749376,0.1478797302544479,-41.85023807804602,102.3470859436141
181970.0858609984,0.1649706204088158,-41.24238231014655,101.9305154628585
190546.0717963248,0.1686640199557561,-40.62963552738356,102.4679628792298
199526.2314968881,0.1715804835481335,-39.95041754286662,103.1532220283359
208929.613085404,0.180531062538735,-39.47843756781414,104.0795068807553
218776.1623949553,0.1844860823864221,-39.06971618562176,104.5370283684595
229086.7652767773,0.1937737132027482,-38.52892870809703,104.4519823542319
239883.2919019491,0.1985314340863411,-38.08006638439128,105.3008180562408
251188.6431509582,0.2011394279300978,-37.57228718329431,105.6707920572375
263026.7991895382,0.2093616530900931,-37.09831506066559,105.9995142747485
275422.8703338167,0.2219651170137139,-36.56251870909116,106.623835376252
288403.1503126606,0.2381710464215555,-35.99365342030708,106.7514087013443
301995.1720402017,0.2549619161501642,-35.53435017756818,107.6320552850061
316227.766016838,0.2730091947813839,-34.94016879923188,108.1314901192619
331131.121482591,0.2888189058567873,-34.47470978790437,107.8268236518596
346736.8504525317,0.3031837846439734,-33.86845711343123,108.4748144381251
363078.0547701015,0.330867269756918,-33.339009422553,108.9315474119089
380189.3963205612,0.3532268623792924,-32.77627578312247,109.3618667201496
398107.1705534974,0.3769972439929783,-32.23082992791984,109.6685972379814
416869.3834703353,0.4101694977446451,-31.64701981681644,110.2116525301958
436515.832240166,0.4441202126406109,-31.0334273332105,110.4594189728598
457088.1896148752,0.4718223023978071,-30.46505702591061,110.5593541053664
478630.0923226383,0.5234859988299724,-29.85183079418734,110.6968912676753
501187.2336272725,0.5662906388196386,-29.24000279671507,110.777171335136
524807.4602497725,0.6177897541646635,-28.63125357957341,110.9615812108275
549540.8738576246,0.6738639767331177,-27.98048161276116,110.8933899464401
575439.9373371572,0.7367855454108421,-27.33817795284146,110.9881468412024
602559.5860743576,0.8028437891346351,-26.69133003901688,110.762229526668
630957.3444801933,0.8799523089505547,-26.03721483085165,110.5738270461742
660693.4480075957,0.968213184777746,-25.37932241617199,110.2769784508185
691830.9709189365,1.065629174365573,-24.7078317183022,109.9818534983346
724435.9600749902,1.205252958873125,-24.03065480564491,109.5254927277434
758577.5750291836,1.364612213834232,-23.34603164877334,108.9358258418309
794328.2347242816,1.490237484646728,-22.65714993285927,108.2074761362951
831763.7711026713,1.516584003408314,-21.96686849624139,106.976696891012
870963.5899560805,1.302786396365232,-21.28981093215934,106.2235989982879
912010.8393559098,1.039109208284538,-20.59149260314154,105.4600031034187
954992.5860214357,0.6742500809648526,-19.88326459197771,104.3116436865523
1000000,0.2777493045026151,-19.1534927373089,103.0941860167839
