Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
6918.30970918937,0.007649012493305692,-32.83659153279721,-152.728539895497
7244.359600749906,0.01480861916946867,-33.57382497812538,-153.7635079041738
7585.775750291844,0.0165103803109952,-34.31296790582778,-154.8144589392219
7943.282347242821,0.01601576414059637,-35.03162535596942,-155.6712118107337
8317.637711026719,0.01368224109331836,-35.79482345356789,-156.6323233226745
8709.635899560815,0.01152888239654042,-36.50300347945147,-157.5841102381521
9120.108393559105,0.009359728799166417,-37.28540756594362,-158.3275418595142
9549.925860214369,0.01098660395188579,-38.05598022198816,-159.1751843059729
10000,0.01360657359041604,-38.83807415602646,-159.9639300558822
10471.28548050901,0.01740938206200302,-39.57119280516358,-160.8507728774861
10964.78196143186,0.01936704918609482,-40.42561125393668,-161.6244600897951
11481.53621496883,0.0189007702723756,-41.15528490011258,-161.9955832245286
12022.64434617414,0.01984731825204105,-41.97158271879509,-162.9494930268891
12589.25411794168,0.00505560797322978,-42.77487678836626,-163.357833052499
13182.56738556407,0.02124454542888912,-43.58706367378001,-163.8281456567389
13803.84264602886,0.02181798075627574,-44.49471112556517,-164.7267384444011
14454.39770745929,0.01547351683655615,-45.30859885775029,-164.9372760261496
15135.61248436209,0.02339878954665023,-45.9898643679949,-165.668565913041
15848.93192461115,0.02305820344516319,-46.91111911971025,-165.9133247826246
16595.86907437562,0.02247114586911833,-47.61661452266101,-166.6512354509306
17378.00828749376,0.02392354309330205,-48.66043576432881,-166.5583436843044
18197.00858609984,0.01967264215185484,-49.26746353499622,-168.2572041428299
19054.60717963249,0.02651921747916767,-50.2381751010187,-168.9885704230387
19952.62314968881,0.02537728778214631,-50.97064410793217,-168.5954778070075
20892.96130854039,0.02767914818590723,-51.6598032079193,-168.0908311858321
21877.61623949554,0.02896140770451684,-52.58178929624804,-169.1735462914943
22908.67652767775,0.02978025246558644,-53.47429125481888,-170.5005451782741
23988.32919019491,0.03030857903041612,-54.30086887383997,-168.0811875390831
25118.86431509582,0.02070384254556587,-55.1236606495685,-171.3671791939791
26302.67991895384,0.03322948783913476,-56.03857327661518,-173.1857734048848
27542.28703338168,0.03346152867339701,-57.0567322624776,-166.9703704479296
28840.31503126608,0.02491191096255159,-57.95145641177574,-170.8628947815019
30199.51720402019,0.03425615449886523,-58.35249010996127,-173.1530481675189
31622.77660168381,0.03708838972963294,-59.48610752126497,-172.3084335812603
33113.11214825913,0.03758897650728547,-60.75688736022302,-173.1389034623069
34673.68504525317,0.03838928597446804,-62.06240885847634,-170.7708832033342
36307.80547701016,0.04101281435810847,-63.06572207623244,-170.1912682625113
38018.93963205612,0.04131516805072102,-63.30846515733803,-173.2425642437066
39810.71705534973,0.0441804334981815,-65.54356396352549,-170.1664248487823
41686.93834703357,0.04404115553177014,-66.41847667337063,176.6220126103729
43651.58322401661,0.04711777701358955,-66.35969415895933,-179.0266580900644
45708.81896148752,0.04983028905634754,-67.97240820808051,178.3859291427665
47863.00923226388,0.04733699093614028,-69.0866214909309,-173.7488974717655
50118.72336272725,0.04655259141964935,-69.89269258208374,-158.1549204172031
52480.74602497728,0.05523851739114825,-77.27441619178579,-169.7843279316902
54954.08738576245,0.05700408724759149,-76.24325693118259,-167.0667633532158
57543.99373371572,0.0596311397339013,-81.84901541410314,-136.2114089980932
60255.95860743581,0.06111986942371272,-73.43650233768851,165.3163707791099
63095.73444801933,0.06307968062611165,-76.71004561806291,134.0625678840285
66069.34480075965,0.06434660613118029,-77.41507169904251,158.2091280845549
69183.09709189367,0.06501439706464619,-76.68446361408807,127.4958410827134
72443.59600749903,0.06966755242758384,-76.93128661676194,103.805009559245
75857.75750291844,0.06961780745473206,-77.33271067937099,116.1288485922428
79432.82347242818,0.06081551602911185,-75.81042389430229,87.08054356526225
83176.37711026713,0.06680458279478028,-83.51326417873301,103.0320439319608
87096.35899560805,0.07235251635014688,-85.68150771921194,-34.77828334527453
91201.08393559101,0.07418750660452567,-76.248819403798,56.19395630611494
95499.25860214364,0.06993670858885676,-77.21078139425383,77.95552992078609
100000,0.07810853280864077,-81.05018419386232,70.76543838219942
104712.85480509,0.08415362778251564,-79.06418409907297,45.0693096949348
109647.8196143186,0.08718319176151568,-71.7199259256686,110.435184425582
114815.3621496883,0.09027549583789821,-77.6439086984724,52.5990989447796
120226.4434617413,0.08932330755906978,-75.49774237577348,45.88473462790853
125892.5411794167,0.08621462152080578,-76.35838659970281,55.98148981993199
131825.6738556407,0.08392437365244873,-71.55293945422143,48.40506136120189
138038.4264602886,0.08535942558096991,-69.87298333158746,36.01091622141574
144543.9770745928,0.08795076300394677,-71.5519969087222,29.71155263692224
151356.1248436209,0.08897101440737847,-69.2762923715417,53.22088665362692
158489.3192461114,0.08728166980033465,-73.77073383163223,53.84174730085044
165958.6907437561,0.0877297032714308,-71.36219882111459,42.64263858192869
173780.0828749376,0.07556409413054407,-68.66385529633709,36.77723775451868
181970.0858609984,0.08615061751309298,-75.31969677156351,76.51246602110147
190546.0717963248,0.0824161652835516,-69.89406127633383,64.60029543730796
199526.2314968881,0.07480583865887248,-69.96920132630534,24.30215526726008
208929.613085404,0.0752471106962302,-67.74327473092077,64.77047992614892
218776.1623949553,0.07525910806542796,-68.15774154728263,42.89131473406636
229086.7652767773,0.07007470392072321,-65.44598156661284,58.64342165813628
239883.2919019491,0.06387357978202871,-72.0619540993421,40.86794584091759
251188.6431509582,0.05550289992620833,-68.77139733001583,53.45604921645793
263026.7991895382,0.04702056161987982,-67.75434022808747,64.73728449722518
275422.8703338167,0.04392618199677657,-66.08147858114192,63.59582843957596
288403.1503126606,0.04457912159203242,-66.67470395998907,69.83797339344933
301995.1720402017,0.04436828091622488,-67.19797861765281,67.41748246401447
316227.766016838,0.03762321510368393,-65.23355552010219,64.00586647664811
331131.121482591,0.03428451520465733,-67.02696588970841,60.6339011657787
346736.8504525317,0.02566050039244412,-66.19710990521077,53.35623370488064
363078.0547701015,0.02449898528318391,-65.23443947893674,72.7900945842552
380189.3963205612,0.02018329821728315,-65.4641466118801,72.68766104210152
398107.1705534974,0.01242844126089423,-63.67316291818455,61.64936829108169
416869.3834703353,0.01172562331699449,-65.11185257007268,60.29901027469613
436515.832240166,0.004152533420240329,-64.58400954973644,71.28024754480498
457088.1896148752,-0.008859447090454487,-63.74549703564359,68.02692727437203
478630.0923226383,-0.005351634500321964,-62.96280770590293,68.66243286113935
501187.2336272725,-0.01266121343913409,-64.15930319774895,78.7232544162961
524807.4602497725,-0.01692622469430351,-63.69221151661249,78.3874657790833
549540.8738576246,-0.02375140573784664,-62.45647343445743,68.74650027719649
575439.9373371572,-0.02762176004258721,-62.61537137625781,65.81018469211828
602559.5860743576,-0.03477676126327445,-61.29531208797559,72.85874563670438
630957.3444801933,-0.03989419279523476,-61.17113823931932,75.73008703582548
660693.4480075957,-0.04501990814898456,-61.45861699918484,76.47878728514338
691830.9709189365,-0.05106949541567161,-61.06937671681866,76.61446727740122
724435.9600749902,-0.05707092994602047,-60.78079742630138,79.45072199028901
758577.5750291836,-0.06102649660490676,-60.22373796280331,80.68492417518149
794328.2347242816,-0.06726280784756429,-59.68501435641259,76.39168462165844
831763.7711026713,-0.07123710632743389,-59.40222699307645,78.25922875960562
870963.5899560805,-0.08010663444197827,-58.88921395570405,81.99460582185647
912010.8393559098,-0.08385672045980509,-58.64118654446627,79.30438099254775
954992.5860214357,-0.09064857944602571,-57.93224389912579,79.9672299057594
1000000,-0.09639330231587488,-57.76023770188733,80.83771797307202
