Time (s),Channel 1 (V),Channel 2 (V)
-4.095207980652963e-05,-0.00477743350002956,0.1313056263464403
-4.094207980652963e-05,-0.005449749241051597,0.1333676711390691
-4.093207980652962e-05,-0.005113591370539662,0.1319929746106496
-4.092207980652963e-05,-0.003096644147475383,0.1313056263464406
-4.091207980652963e-05,-0.003768959888496503,0.1313056263464403
-4.090207980652963e-05,-0.003432802017985485,0.1288999074217067
-4.089207980652962e-05,-0.004105117759007522,0.1288999074217067
-4.088207980652963e-05,-0.00511359137054012,0.1302746039501253
-4.087207980652963e-05,-0.004441275629518541,0.1292435815538115
-4.086207980652963e-05,-0.005113591370540579,0.1282125591574971
-4.085207980652962e-05,-0.004105117759007522,0.1271815367611827
-4.084207980652962e-05,-0.005785907111561699,0.1278688850253914
-4.083207980652963e-05,-0.003768959888496503,0.1258068402327635
-4.082207980652963e-05,-0.005113591370540579,0.1251194919685539
-4.081207980652963e-05,-0.004441275629518541,0.1244321437043443
-4.080207980652962e-05,-0.003432802017985179,0.1237447954401352
-4.079207980652963e-05,-0.002760486276963753,0.1247758178364487
-4.078207980652963e-05,-0.004105117759007522,0.1237447954401347
-4.077207980652963e-05,-0.003096644147474466,0.1209954023832963
-4.076207980652962e-05,-0.003096644147473702,0.1223700989117146
-4.075207980652963e-05,-0.001415854794920137,0.1203080541190877
-4.074207980652963e-05,-0.003096644147474466,0.1216827506475059
-4.073207980652963e-05,-0.001415854794919372,0.1220264247796107
-4.072207980652962e-05,-0.002760486276963447,0.1192770317227723
-4.071207980652963e-05,-0.002760486276963447,0.1206517282511909
-4.070207980652963e-05,-0.002424328406452428,0.1179023351943531
-4.069207980652963e-05,-0.003096644147474466,0.1175586610622483
-4.068207980652962e-05,-0.002760486276963447,0.1175586610622483
-4.067207980652962e-05,-0.003768959888496351,0.1165276386659343
-4.066207980652963e-05,-0.003432802017985485,0.1172149869301436
-4.065207980652963e-05,-0.003768959888496503,0.1158402904017243
-4.064207980652962e-05,-0.003096644147474466,0.1161839645338291
-4.063207980652962e-05,-0.00208817053594248,0.1148092680054095
-4.062207980652963e-05,-0.004441275629517471,0.113778245609096
-4.061207980652963e-05,-0.002424328406452428,0.1144655938733052
-4.060207980652963e-05,-0.003096644147474466,0.1130908973448859
-4.059207980652962e-05,-0.001752012665431461,0.1110288525522581
-4.058207980652963e-05,-0.004105117759006452,0.113090897344885
-4.057207980652963e-05,-0.003768959888496503,0.111372526684362
-4.056207980652963e-05,-0.00208817053594141,0.1124035490806764
-4.055207980652962e-05,-0.003096644147474466,0.1099978301559428
-4.054207980652963e-05,-0.004777433500028795,0.110685178420152
-4.053207980652963e-05,-0.004105117759007522,0.1093104818917332
-4.052207980652963e-05,-0.004105117759007522,0.1093104818917332
-4.051207980652962e-05,-0.005449749241051597,0.109654156023838
-4.050207980652962e-05,-0.003432802017986402,0.1079357853633136
-4.049207980652963e-05,-0.005449749241051597,0.1072484370991044
-4.048207980652963e-05,-0.005449749241051597,0.1093104818917332
-4.047207980652962e-05,-0.004105117759007522,0.1065610888348948
-4.046207980652962e-05,-0.004105117759007981,0.1079357853633136
-4.045207980652963e-05,-0.005113591370540579,0.1072484370991044
-4.044207980652963e-05,-0.003432802017985485,0.1058737405706852
-4.043207980652963e-05,-0.00477743350002956,0.1051863923064756
-4.042207980652962e-05,-0.004105117759007675,0.1058737405706849
-4.041207980652963e-05,-0.004441275629518389,0.1051863923064759
-4.040207980652963e-05,-0.004105117759007522,0.1014059768533228
-4.039207980652963e-05,-0.002760486276963447,0.1031243475138468
-4.038207980652962e-05,-0.005785907111562616,0.1031243475138468
-4.037207980652963e-05,-0.003768959888497421,0.1007186285891143
-4.036207980652963e-05,-0.003432802017985485,0.1003749544570084
-4.035207980652963e-05,-0.00477743350002956,0.1000312803249036
-4.034207980652962e-05,-0.00477743350002956,0.1020933251175324
-4.033207980652962e-05,-0.004441275629518694,0.1000312803249036
-4.032207980652963e-05,-0.00477743350002956,0.1000312803249036
-4.031207980652963e-05,-0.003096644147474466,0.09934393206069399
-4.030207980652962e-05,-0.004105117759007522,0.09968760619279879
-4.029207980652962e-05,-0.002424328406452734,0.09762556140017092
-4.028207980652963e-05,-0.003096644147474466,0.09968760619279879
-4.027207980652963e-05,-0.005449749241051597,0.09659453900385559
-4.026207980652963e-05,-0.003096644147474466,0.09728188726806519
-4.025207980652962e-05,-0.004441275629517318,0.09693821313596007
-4.024207980652963e-05,-0.001752012665431614,0.09625086487175111
-4.023207980652963e-05,-0.0007435390538973348,0.09590719073964599
-4.022207980652963e-05,-0.002760486276963447,0.09556351660754119
-4.021207980652962e-05,-0.004105117759007522,0.09350147181491239
-4.020207980652963e-05,-0.002424328406453193,0.09521984247543562
-4.019207980652963e-05,-0.003768959888496503,0.0928141235507028
-4.018207980652963e-05,-0.0004073811833863161,0.09418882007912199
-4.017207980652962e-05,-0.005113591370540579,0.0928141235507028
-4.016207980652963e-05,-0.002424328406453651,0.09247044941859815
-4.015207980652963e-05,-0.003768959888496503,0.0928141235507028
-4.014207980652963e-05,-0.003096644147474466,0.0917831011543884
-4.013207980652962e-05,-0.002424328406452428,0.0900647304938644
-4.012207980652962e-05,-0.001752012665430544,0.09247044941859706
-4.011207980652963e-05,-0.00208817053594141,0.0904084046259692
-4.010207980652963e-05,-0.004105117759007522,0.09109575289017879
-4.009207980652963e-05,-0.002424328406452428,0.0904084046259692
-4.008207980652962e-05,-0.002760486276963753,0.08765901156913096
