Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
1,0.00567253617742918,-40.21978672429494,88.80689269542053
1.123324032978027,0.005375714698461167,-39.19844561870315,88.6984221517593
1.261856883066021,0.005617172080035962,-38.178092876436,88.64761407620773
1.417474162926805,0.005628018202260476,-37.18734918452155,88.57704424497838
1.592282793341094,0.005622167750903,-36.1898954755847,88.50256012466386
1.788649529057435,0.005554953011422521,-35.19141704950813,88.33536464135724
2.009233002565046,0.005790397962372964,-34.19661413675268,88.28614479641601
2.257019719633921,0.005736279239482518,-33.19618554064279,88.07836613716712
2.535364493970111,0.005585118562527808,-32.18127589870818,87.92814045162683
2.848035868435805,0.005549624936954742,-31.17482894403414,87.76882695791109
3.199267137797384,0.005604269391032164,-30.17646738173406,87.56874097836857
3.593813663804625,0.005581866835796368,-29.1861591190662,87.35339386354815
4.037017258596558,0.005815604845729439,-28.1916793951655,87.09937470345508
4.534878508128582,0.005716848916635766,-27.18730434147787,86.83805637533868
5.094138014816386,0.005973010203494701,-26.17942435179232,86.52680130121556
5.72236765935022,0.005891400284736878,-25.18386392851273,86.19860046395155
6.42807311728432,0.005726980038566544,-24.18692685302326,85.80077826811103
7.220809018385456,0.006041309689038665,-23.18943362173197,85.36990663735253
8.111308307896872,0.005940061539549474,-22.18977896039086,84.87413392268502
9.111627561154886,0.005895866620251479,-21.18735686456647,84.33380783440495
10.23531021899026,0.005697339310876082,-20.19092004350165,83.7087093908593
11.49756995397736,0.005796897878374932,-19.19641943495606,83.03531100556283
12.91549665014884,0.005724442453776984,-18.2042697459121,82.25856681036431
14.50828778495939,0.006010468108663625,-17.21551948063794,81.41457196035573
16.29750834620643,0.005970941737364899,-16.2343329920111,80.4550684065652
18.3073828029537,0.00596251950644121,-15.25742250076628,79.38786898285099
20.56512308348652,0.005810479314970946,-14.288299376782,78.18851921997521
23.10129700083158,0.005744462574579771,-13.32692463829043,76.86995165371187
25.95024211399738,0.005683830758117973,-12.37568029469763,75.40034525616211
29.15053062825176,0.005813493132396794,-11.43729979332041,73.77589156561412
32.74549162877725,0.005861103114258426,-10.51769355648699,71.98939168064845
36.78379771828634,0.00599192941553223,-9.616070629902145,70.0179935056173
41.32012400115343,0.005741545374133124,-8.736845676437468,67.86330838491443
46.41588833612772,0.005924514678057448,-7.887069987337423,65.5265723505309
52.14008287999684,0.005940795961039212,-7.067797066353308,63.00164754238625
58.57020818056673,0.005772989681134197,-6.286751624612597,60.30471999363438
65.79332246575683,0.006012031586376025,-5.547915994746471,57.43906196929062
73.90722033525775,0.005873148255210047,-4.855893965624251,54.43411822352908
83.02175681319753,0.00561039378037931,-4.213181264668156,51.31183746312844
93.26033468832199,0.005882910908892079,-3.627132178625788,48.10984630122056
104.7615752789664,0.005499111484123788,-3.09591446087011,44.86607187221237
117.6811952434999,0.005744194235606716,-2.621904255739095,41.61923031109711
132.194114846603,0.005935391976852176,-2.203993982048747,38.41785352834512
148.4968262254465,0.005772114761938824,-1.840182962442184,35.29297599097212
166.8100537200059,0.005886238688393645,-1.527161016665243,32.28517807411147
187.3817422860385,0.005989381101010031,-1.260850021116841,29.42046854411959
210.490414451202,0.006091649654819546,-1.035942312868911,26.71560346404377
236.4489412645407,0.005612008808893133,-0.847774525035464,24.19129163350875
265.6087782946687,0.005914035675580143,-0.692008492046748,21.84123031864469
298.364724028334,0.005686098087565751,-0.5633238561896741,19.68121197930759
335.1602650938844,0.00563053970687071,-0.4577136033944831,17.70233536704797
376.4935806792467,0.005559371860026988,-0.3713995139474524,15.89805536153598
422.9242874389499,0.005317914244373396,-0.3014470180644128,14.25831339772111
475.0810162102799,0.00580952914333286,-0.2446681862583431,12.77308367858504
533.6699231206308,0.005343415557607629,-0.1985531082806916,11.43287880694164
599.4842503189409,0.005156716329288921,-0.1613378460985579,10.22852081828188
673.4150657750821,0.005200683749683718,-0.1310453419382313,9.142085824734679
756.4633275546291,0.005503131195699243,-0.1073802801306152,8.169033016855479
849.7534359086438,0.005534522750421841,-0.08778120265992312,7.296457159481406
954.5484566618337,0.005956460034265581,-0.07203433089665907,6.513765139033257
1072.267222010323,0.005089942767304168,-0.05924514995910562,5.812491009524365
1204.503540258782,0.005673455988173759,-0.04951504090255514,5.189713042264302
1353.047774579808,0.004487551323357155,-0.04090244451538606,4.628184271248436
1519.911082952933,0.00496823384123006,-0.03467568149111057,4.129196487776191
1707.352647470692,0.004193430678498386,-0.02910064111116509,3.68266740841419
1917.910261672489,0.004523823455663084,-0.02456483240681143,3.28105824363081
2154.434690031882,0.0049608281962084,-0.02130394719081968,2.929599699239802
2420.128264794384,0.005422251679886684,-0.01794598621443624,2.611457855625041
2718.58824273294,0.004646217737032776,-0.01580874800214829,2.326535173833221
3053.855508833417,0.004802072693584132,-0.01436829740107675,2.077527469596319
3430.469286314919,0.004651582629998218,-0.01271990334348463,1.848969056351109
3853.528593710527,0.005121602380122894,-0.01141974564378634,1.649586157849086
4328.76128108306,0.004482235856776081,-0.01074772924392389,1.468210469165314
4862.601580065353,0.004856069851330406,-0.009805492411319613,1.310529316967688
5462.277217684343,0.005748942439275889,-0.008869734424037875,1.168069618957077
6135.907273413173,0.006380846978223915,-0.008343727383083229,1.036618531126301
6892.612104349695,0.005408971271883213,-0.007932621783590037,0.9293432315250527
7742.636826811269,-0.005974699897960635,-0.007006162675740908,0.8237511961875157
8697.490026177829,0.005823230493747547,-0.00662808307406186,0.7406218778400309
9770.099572992256,0.009964533187792586,-0.006709828465171959,0.6584600552092184
