Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
10974.98765493056,0.01184357224510401,-0.005910229607299122,0.5863343948822859
12328.46739442067,0.01397181192986796,-0.006916427567795823,0.5208036098664266
13848.86371393873,0.01436795709389529,-0.00607990740477179,0.4640749534867467
15556.76143930471,0.008363639449634936,-0.005160917837989902,0.4174711799998363
17475.28400007684,0.01860835627336122,-0.005111483846512103,0.3682227650373378
19630.4065004027,0.02039104679457602,-0.005282687620941043,0.3254911404461751
22051.30739903047,0.02252563766279709,-0.005014216090663076,0.2886983452716265
24770.76355991711,0.02408532100143704,-0.004157363798674305,0.2567153351649445
27825.59402207123,0.02761127105614708,-0.005324042639622737,0.2274071200085785
31257.15849688237,0.030256690044109,-0.004970181744403235,0.2089229828542329
35111.9173421513,0.0317334437767717,-0.004010882890056726,0.1814108351345851
