Time (s),Channel 1 (V)
-10.24,0.5736485107881852
-10.2375,0.5716329396777579
-10.235,0.5696173685673287
-10.2325,0.5672658689384956
-10.23,0.5639065837544485
-10.2275,0.562562869680828
-10.225,0.5592035844967824
-10.2225,0.55618022783114
-10.22,0.5534927996839034
-10.2175,0.5511413000550679
-10.215,0.5481179433894268
-10.2125,0.545430515242189
-10.21,0.5440868011685708
-10.2075,0.5437508726501654
-10.205,0.5434149441317607
-10.2025,0.5413993730213325
-10.2,0.5380400878372841
-10.1975,0.5353526596900475
-10.195,0.5323293030244051
-10.1925,0.5293059463587639
-10.19,0.5262825896931201
-10.1875,0.5232592330274777
-10.185,0.5202358763618352
-10.1825,0.5172125196961915
-10.18,0.514525091548955
-10.1775,0.5115017348833125
-10.175,0.5088143067360761
-10.1725,0.5061268785888371
-10.17,0.5024316648863852
-10.1675,0.4994083082207427
-10.165,0.4970568085919086
-10.1625,0.4947053089630766
-10.16,0.4913460237790295
-10.1575,0.4889945241501975
-10.155,0.4849633819293386
-10.1525,0.4822759537821021
-10.15,0.4799244541532691
-10.1475,0.4762292404508189
-10.145,0.4732058837851748
-10.1425,0.4701825271195323
-10.14,0.4664873134170804
-10.1375,0.4644717423066506
-10.135,0.4611124571226049
-10.1325,0.4584250289753672
-10.13,0.4560735293465352
-10.1275,0.4523783156440823
-10.125,0.4503627445336539
-10.1225,0.4473393878680115
-10.12,0.4439801026839631
-10.1175,0.4412926745367266
-10.115,0.4386052463894888
-10.1125,0.4359178182422523
-10.11,0.4332303900950134
-10.1075,0.4302070334293709
-10.105,0.4278555338005379
-10.1025,0.4251681056532988
-10.1,0.4221447489876577
-10.0975,0.4197932493588247
-10.095,0.4177776782483973
-10.0925,0.4144183930643481
-10.09,0.4120668934355162
-10.0875,0.408707608251469
-10.085,0.406356108622637
-10.0825,0.404004608993803
-10.08,0.4013171808465652
-10.0775,0.3986297526993275
-10.075,0.3962782530704935
-10.0725,0.3942626819600661
-10.07,0.3919111823312331
-10.0675,0.388887825665592
-10.065,0.3872081830735671
-10.0625,0.3845207549263294
-10.06,0.382505183815901
-10.0575,0.3798177556686619
-10.055,0.3767943990030209
-10.0525,0.3757866134478067
-10.05,0.3727632567821657
-10.0475,0.3707476856717359
-10.045,0.3683961860429029
-10.0425,0.3660446864140699
-10.04,0.3633572582668314
-10.0375,0.3616776156748086
-10.035,0.3593261160459755
-10.0325,0.3569746164171436
-10.03,0.3549590453067135
-10.0275,0.3532794027146907
-10.025,0.3502560460490482
-10.0225,0.3482404749386208
-10.02,0.3472326893834057
-10.0175,0.3442093327177633
-10.015,0.3418578330889303
-10.0125,0.3401781904969056
-10.01,0.3378266908680737
-10.0075,0.3358111197576453
-10.005,0.333795548647218
-10.0025,0.3321159060551934
-10,0.3297644064263604
-9.9975,0.3284206923527416
-9.994999999999999,0.3270769782791215
-9.9925,0.324389550131885
-9.99,0.3223739790214566
-9.987500000000001,0.3206943364294338
-9.984999999999999,0.3196865508742189
-9.9825,0.3183428368006
-9.98,0.3163272656901717
-9.977499999999999,0.3149835516165522
-9.975,0.313639837542934
-9.9725,0.3116242664325057
-9.970000000000001,0.310616480877292
-9.967499999999999,0.308936838285267
-9.965,0.3069212671748396
-9.9625,0.3052416245828161
-9.960000000000001,0.3042338390276024
-9.9575,0.3025541964355783
-9.955,0.3018823393987689
-9.952500000000001,0.2998667682883406
-9.949999999999999,0.2988589827331261
-9.9475,0.298187125696317
-9.945,0.2968434116226981
-9.942500000000001,0.2954996975490798
-9.94,0.2941559834754604
-9.9375,0.2931481979202462
-9.935,0.2924763408834368
-9.932499999999999,0.291468555328222
-9.93,0.2901248412546038
-9.9275,0.2887811271809849
-9.925000000000001,0.2877733416257712
-9.922499999999999,0.2867655560705566
-9.92,0.2860936990337472
-9.9175,0.2854218419969377
-9.914999999999999,0.2844140564417232
-9.9125,0.2837421994049141
-9.91,0.2830703423681047
-9.907500000000001,0.2823984853312956
-9.904999999999999,0.2813906997760807
-9.9025,0.280382914220867
-9.9,0.2800469857024623
-9.897500000000001,0.2793751286656532
-9.895,0.2790392001472481
-9.8925,0.2787032716288434
-9.890000000000001,0.2787032716288434
-9.887499999999999,0.2783673431104385
-9.885,0.278031414592034
-9.8825,0.278031414592034
-9.880000000000001,0.2776954860736294
-9.8775,0.2776954860736293
-9.875,0.2773595575552245
-9.8725,0.2773595575552245
-9.869999999999999,0.2773595575552243
-9.8675,0.2770236290368198
-9.865,0.2766877005184151
-9.862500000000001,0.2766877005184151
-9.859999999999999,0.2766877005184151
-9.8575,0.2766877005184151
-9.855,0.2766877005184151
-9.852499999999999,0.2766877005184151
-9.85,0.2766877005184151
-9.8475,0.2766877005184151
-9.845000000000001,0.2770236290368197
-9.842499999999999,0.2773595575552247
-9.84,0.2776954860736293
-9.8375,0.2776954860736293
-9.835000000000001,0.2776954860736293
-9.8325,0.2776954860736293
-9.83,0.278031414592034
-9.827500000000001,0.278031414592034
-9.824999999999999,0.2783673431104388
-9.8225,0.2787032716288434
-9.82,0.2790392001472481
-9.817500000000001,0.2793751286656527
-9.815,0.2797110571840575
-9.8125,0.280382914220867
-9.81,0.2813906997760811
-9.807499999999999,0.2827344138497004
-9.805,0.2837421994049141
-9.8025,0.2844140564417236
-9.800000000000001,0.2847499849601282
-9.797499999999999,0.2854218419969377
-9.795,0.2860936990337472
-9.7925,0.2867655560705566
-9.789999999999999,0.2877733416257712
-9.7875,0.2887811271809849
-9.785,0.2901248412546038
-9.782500000000001,0.291468555328222
-9.779999999999999,0.292476340883437
-9.7775,0.2928122694018415
-9.775,0.2941559834754604
-9.772500000000001,0.2954996975490786
-9.77,0.2968434116226981
-9.7675,0.298187125696317
-9.765000000000001,0.2988589827331264
-9.762499999999999,0.2995308397699369
-9.76,0.3018823393987689
-9.7575,0.3025541964355783
-9.755000000000001,0.303561981990792
-9.7525,0.3045697675460066
-9.75,0.3069212671748396
-9.7475,0.3086009097668632
-9.744999999999999,0.3102805523588872
-9.7425,0.311288337914101
-9.74,0.3129679805061246
-9.737500000000001,0.3146476230981474
-9.734999999999999,0.315991337171767
-9.7325,0.3183428368006
-9.73,0.3193506223558142
-9.727499999999999,0.3203584079110288
-9.725,0.3213661934662425
-9.7225,0.3233817645766708
-9.720000000000001,0.3264051212423119
-9.717499999999999,0.328420692352742
-9.715,0.3294284779079557
-9.7125,0.3311081204999793
-9.710000000000001,0.3334596201288113
-9.7075,0.3351392627208359
-9.705,0.3371548338312642
-9.702500000000001,0.3398422619785019
-9.699999999999999,0.3415219045705265
-9.6975,0.3435374756809538
-9.695,0.3462249038281916
-9.692500000000001,0.3479045464202144
-9.69,0.3489123319754293
-9.6875,0.3522716171594765
-9.685,0.3542871882699048
-9.682499999999999,0.3563027593803341
-9.68,0.3583183304907614
-9.6775,0.3610057586379992
-9.675000000000001,0.3630213297484265
-9.672499999999999,0.3650369008588558
-9.67,0.3673884004876888
-9.6675,0.3697399001165218
-9.664999999999999,0.3717554712269515
-9.6625,0.3747788278925925
-9.66,0.3761225419662114
-9.657500000000001,0.3781381130766388
-9.654999999999999,0.3818333267790925
-9.6525,0.3838488978895199
-9.65,0.3862003975183529
-9.647500000000001,0.3878800401103757
-9.645,0.3902315397392095
-9.6425,0.393254896404852
-9.640000000000001,0.3952704675152803
-9.637499999999999,0.3979578956625193
-9.635,0.4006453238097558
-9.6325,0.4026608949201841
-9.630000000000001,0.4053483230674206
-9.6275,0.4076998226962549
-9.625,0.4103872508434926
-9.6225,0.4130746789907303
-9.619999999999999,0.416098035656374
-9.6175,0.4187854638036105
-9.615,0.4208010349140388
-9.612500000000001,0.4234884630612754
-9.609999999999999,0.426511819726919
-9.6075,0.4291992478741568
-9.605,0.4312148189845851
-9.602499999999999,0.4345741041686335
-9.6,0.43726153231587
-9.5975,0.439613031944703
-9.595000000000001,0.4423004600919395
-9.592499999999999,0.4453238167575848
-9.59,0.4486831019416304
-9.5875,0.4510346015704634
-9.585000000000001,0.4537220297176999
-9.5825,0.4570813149017483
-9.58,0.4590968860121766
-9.577500000000001,0.4624561711962238
-9.574999999999999,0.4651435993434624
-9.5725,0.4671591704538898
-9.57,0.4708543841563417
-9.567500000000001,0.4738777408219828
-9.565,0.4769010974876266
-9.5625,0.4802603826716738
-9.56,0.4822759537821021
-9.557499999999999,0.4852993104477458
-9.555,0.4879867385949823
-9.5525,0.4886585956317918
-9.550000000000001,0.49000230970541
-9.547499999999999,0.4916819522974342
-9.545,0.4940334519262672
-9.5425,0.496720880073505
-9.539999999999999,0.4987364511839347
-9.5375,0.5017598078495757
-9.535,0.5047831645152182
-9.532500000000001,0.5081424496992638
-9.529999999999999,0.5108298778465047
-9.5275,0.5141891630305503
-9.525,0.5162047341409787
-9.522500000000001,0.5192280908066197
-9.52,0.5215795904354541
-9.5175,0.5242670185826919
-9.515000000000001,0.5269544467299295
-9.512499999999999,0.5296418748771686
-9.51,0.5326652315428098
-9.5075,0.5350167311716428
-9.505000000000001,0.5377041593188793
-9.5025,0.5410634445029276
-9.5,0.5437508726501654
-9.4975,0.5457664437605937
-9.494999999999999,0.5484538719078328
-9.4925,0.5514772285734739
-9.49,0.5541646567207117
-9.487500000000001,0.5568520848679482
-9.484999999999999,0.5598754415335919
-9.4825,0.5625628696808296
-9.48,0.564578440791258
-9.477499999999999,0.5676017974569016
-9.475,0.5702892256041381
